payment_id,sale_id,payment_date,payment_method,payment_status,amount
560,560,2025-11-17,Credit Card,Paid,19596.0
561,561,2025-12-27,Cash,Pending,260000.0
562,562,2025-03-09,Credit Card,Paid,58000.0
563,563,2025-01-05,Debit Card,Paid,4180.0
564,564,2025-09-02,Wallet,Pending,14500.0
565,565,2025-02-22,Debit Card,Paid,12750.0
566,566,2025-03-10,UPI,Paid,2800.0
567,567,2025-11-09,UPI,Paid,119700.0
568,568,2025-11-18,Credit Card,Paid,168000.0
569,569,2025-04-22,Credit Card,Paid,55250.0
570,570,2025-06-29,Cash,Paid,3240.0
571,571,2025-11-27,UPI,Paid,99000.0
572,572,2025-12-20,Net Banking,Pending,12920.0
573,573,2025-07-20,Net Banking,Paid,8800.0
574,574,2025-07-17,Credit Card,Failed,0.0
575,575,2025-09-28,UPI,Failed,0.0
576,576,2025-10-19,Credit Card,Paid,12000.0
577,577,2025-02-07,Wallet,Paid,17100.0
578,578,2025-04-21,Credit Card,Paid,261000.0
579,579,2025-11-18,Credit Card,Paid,6120.0
580,580,2025-02-12,Debit Card,Pending,13300.0
581,581,2025-05-23,Cash,Failed,0.0
582,582,2025-03-21,Net Banking,Paid,9000.0
583,583,2025-06-08,Debit Card,Paid,1520.0
584,584,2025-02-14,Cash,Paid,350000.0
585,585,2025-06-08,Net Banking,Failed,0.0
586,586,2025-12-29,Net Banking,Paid,8320.0
587,587,2025-06-27,Credit Card,Paid,11700.0
588,588,2025-03-06,Debit Card,Paid,12500.0
589,589,2025-06-21,Wallet,Failed,0.0
590,590,2025-12-31,Net Banking,Paid,23040.0
591,591,2025-09-19,Wallet,Paid,275500.0
592,592,2025-07-08,Wallet,Pending,140000.0
593,593,2025-04-27,Credit Card,Paid,1800.0
594,594,2025-05-06,Credit Card,Pending,2660.0
595,595,2025-04-02,Cash,Paid,15300.0
596,596,2025-05-08,UPI,Failed,0.0
597,597,2025-10-20,Debit Card,Paid,66500.0
598,598,2025-04-25,Credit Card,Failed,0.0
599,599,2025-05-25,UPI,Failed,0.0
600,600,2025-01-05,Wallet,Paid,99000.0
601,601,2025-11-15,Wallet,Failed,0.0
602,602,2025-04-11,Credit Card,Paid,5600.0
603,603,2025-07-29,Wallet,Pending,43500.0
604,604,2025-06-21,Net Banking,Paid,5400.0
605,605,2025-04-16,Wallet,Paid,88000.0
606,606,2025-03-14,Debit Card,Paid,1140.0
607,607,2025-09-24,Net Banking,Paid,20800.0
608,608,2025-10-25,Debit Card,Paid,7200.0
609,609,2025-10-31,Credit Card,Paid,110200.0
610,610,2025-05-30,Credit Card,Pending,4860.0
611,611,2025-08-20,UPI,Paid,27550.0
612,612,2025-10-27,Wallet,Failed,0.0
613,613,2025-08-27,Cash,Paid,67500.0
614,614,2025-04-17,Debit Card,Pending,13500.0
615,615,2025-02-16,UPI,Paid,14000.0
616,616,2025-04-21,Cash,Paid,75600.0
617,617,2025-07-22,Net Banking,Paid,165300.0
618,618,2025-01-16,Cash,Paid,15200.0
619,619,2025-02-18,Debit Card,Pending,65000.0
620,620,2025-02-01,Cash,Paid,24650.0
621,621,2025-07-10,UPI,Failed,0.0
622,622,2025-02-08,Debit Card,Paid,212800.0
623,623,2025-02-17,Credit Card,Paid,280000.0
624,624,2025-03-28,Wallet,Paid,6400.0
625,625,2025-07-15,Cash,Failed,0.0
626,626,2025-04-06,UPI,Paid,2400.0
627,627,2025-11-11,Cash,Failed,0.0
628,628,2025-07-30,Debit Card,Paid,630.0
629,629,2025-07-16,UPI,Paid,71250.0
630,630,2025-11-19,Debit Card,Paid,148800.0
631,631,2025-10-06,Debit Card,Failed,0.0
632,632,2025-07-18,Net Banking,Paid,193800.0
633,633,2025-01-16,UPI,Pending,4320.0
634,634,2025-10-27,UPI,Paid,79800.0
635,635,2025-05-17,Wallet,Failed,0.0
636,636,2025-07-01,Debit Card,Paid,306000.0
637,637,2025-12-24,Cash,Paid,54150.0
638,638,2025-10-16,Credit Card,Paid,7125.0
639,639,2025-09-09,Credit Card,Paid,136800.0
640,640,2025-01-11,Wallet,Paid,1995.0
641,641,2025-03-08,Debit Card,Failed,0.0
642,642,2025-01-12,Wallet,Paid,17100.0
643,643,2025-02-07,Credit Card,Paid,12000.0
644,644,2025-06-22,Net Banking,Failed,0.0
645,645,2025-11-24,Wallet,Paid,9900.0
646,646,2025-04-25,Debit Card,Paid,68400.0
647,647,2025-12-19,Credit Card,Paid,52700.0
648,648,2025-10-18,Net Banking,Paid,193800.0
649,649,2025-11-24,Cash,Paid,117000.0
650,650,2025-02-09,Wallet,Pending,60000.0
651,651,2025-12-29,Wallet,Paid,28800.0
652,652,2025-05-16,UPI,Failed,0.0
653,653,2025-02-25,Credit Card,Failed,0.0
654,654,2025-08-03,Credit Card,Paid,54000.0
655,655,2025-10-07,Net Banking,Failed,0.0
656,656,2025-03-25,Credit Card,Paid,168000.0
657,657,2025-06-13,Debit Card,Pending,185250.0
658,658,2025-07-12,Wallet,Paid,24495.0
659,659,2025-06-23,Debit Card,Pending,2720.0
660,660,2025-12-01,UPI,Failed,0.0
661,661,2025-02-21,Cash,Failed,0.0
662,662,2025-12-05,Cash,Paid,4500.0
663,663,2025-07-21,UPI,Failed,0.0
664,664,2025-07-04,UPI,Paid,3840.0
665,665,2025-04-13,Credit Card,Paid,111600.0
666,666,2025-02-11,Credit Card,Paid,224000.0
667,667,2025-09-08,Credit Card,Paid,119000.0
668,668,2025-04-05,Wallet,Failed,0.0
669,669,2025-01-23,Credit Card,Paid,9120.0
670,670,2025-05-18,Credit Card,Pending,58000.0
671,671,2025-12-09,Wallet,Paid,13300.0
672,672,2025-10-11,Cash,Paid,7040.0
673,673,2025-10-21,Cash,Pending,595.0
674,674,2025-01-18,Cash,Paid,78375.0
675,675,2025-03-03,Cash,Pending,6080.0
676,676,2025-04-09,Wallet,Paid,45900.0
677,677,2025-04-14,Debit Card,Failed,0.0
678,678,2025-02-04,UPI,Paid,7920.0
679,679,2025-05-22,Wallet,Paid,5950.0
680,680,2025-02-27,Wallet,Paid,210000.0
681,681,2025-02-24,UPI,Paid,33750.0
682,682,2025-07-30,Credit Card,Paid,8800.0
683,683,2025-01-20,Debit Card,Paid,2040.0
684,684,2025-01-20,Net Banking,Paid,880.0
685,685,2025-05-18,Cash,Failed,0.0
686,686,2025-05-24,UPI,Pending,9880.0
687,687,2025-06-03,Credit Card,Paid,8160.0
688,688,2025-11-06,Cash,Paid,273600.0
689,689,2025-07-28,Credit Card,Paid,7500.0
690,690,2025-09-21,Net Banking,Paid,238000.0
691,691,2025-03-11,UPI,Paid,6175.0
692,692,2025-04-09,Net Banking,Pending,46400.0
693,693,2025-01-26,Credit Card,Paid,6480.0
694,694,2025-08-26,Credit Card,Paid,23750.0
695,695,2025-07-10,Wallet,Paid,1440.0
696,696,2025-10-28,UPI,Paid,54000.0
697,697,2025-12-19,Net Banking,Pending,3600.0
698,698,2025-03-25,Cash,Pending,23750.0
699,699,2025-12-13,Wallet,Pending,6000.0
700,700,2025-12-16,Debit Card,Paid,1400.0
701,701,2025-04-25,Credit Card,Failed,0.0
702,702,2025-07-12,Cash,Paid,2240.0
703,703,2025-06-04,Wallet,Failed,0.0
704,704,2025-01-04,Net Banking,Paid,30600.0
705,705,2025-06-02,Credit Card,Pending,58500.0
706,706,2025-05-22,UPI,Paid,4860.0
707,707,2025-04-07,Wallet,Failed,0.0
708,708,2025-12-05,Credit Card,Pending,2240.0
709,709,2025-06-01,Debit Card,Failed,0.0
710,710,2025-10-26,Cash,Paid,47025.0
711,711,2025-12-18,Credit Card,Paid,19440.0
712,712,2025-03-29,Cash,Pending,25500.0
713,713,2025-08-30,Credit Card,Paid,9495.25
714,714,2025-12-15,Credit Card,Paid,9900.0
715,715,2025-04-25,Debit Card,Paid,12150.0
716,716,2025-05-14,Credit Card,Failed,0.0
717,717,2025-01-28,UPI,Paid,95000.0
718,718,2025-08-30,Cash,Pending,6480.0
719,719,2025-07-31,Wallet,Paid,75600.0
720,720,2025-07-29,Debit Card,Paid,3990.0
721,721,2025-02-11,Net Banking,Pending,3300.0
722,722,2025-01-03,Wallet,Paid,2280.0
723,723,2025-09-08,Cash,Pending,21250.0
724,724,2025-11-21,Wallet,Failed,0.0
725,725,2025-01-03,Wallet,Paid,8400.0
726,726,2025-06-14,Credit Card,Paid,6500.0
727,727,2025-11-17,Credit Card,Failed,0.0
728,728,2025-03-08,Wallet,Paid,9900.0
729,729,2025-03-27,Credit Card,Paid,129600.0
730,730,2025-09-24,Net Banking,Paid,24700.0
731,731,2025-06-25,Debit Card,Failed,0.0
732,732,2025-01-10,Net Banking,Paid,29000.0
733,733,2025-10-29,Debit Card,Paid,126000.0
734,734,2025-07-12,Net Banking,Paid,140000.0
735,735,2025-11-01,Wallet,Failed,0.0
736,736,2025-12-20,Wallet,Paid,60000.0
737,737,2025-10-08,Debit Card,Paid,1400.0
738,738,2025-06-04,Net Banking,Pending,30600.0
739,739,2025-11-15,Credit Card,Paid,20800.0
740,740,2025-09-19,Cash,Paid,9600.0
741,741,2025-02-24,UPI,Pending,39600.0
742,742,2025-09-25,Credit Card,Failed,0.0
743,743,2025-01-21,Wallet,Paid,9000.0
744,744,2025-05-01,Wallet,Paid,52000.0
745,745,2025-03-18,Wallet,Paid,12500.0
746,746,2025-05-12,Cash,Paid,39150.0
747,747,2025-08-26,Cash,Failed,0.0
748,748,2025-07-04,Credit Card,Failed,0.0
749,749,2025-01-24,Debit Card,Paid,167400.0
750,750,2025-08-13,Credit Card,Paid,3240.0
751,751,2025-04-04,Credit Card,Failed,0.0
752,752,2025-07-17,Net Banking,Paid,1400.0
753,753,2025-03-09,Debit Card,Paid,9798.0
754,754,2025-08-02,Cash,Paid,2660.0
755,755,2025-11-09,Net Banking,Paid,62500.0
756,756,2025-12-17,Cash,Pending,248000.0
757,757,2025-07-30,Wallet,Paid,145800.0
758,758,2025-01-07,UPI,Paid,13300.0
759,759,2025-12-09,Wallet,Paid,32500.0
760,760,2025-08-10,Net Banking,Failed,0.0
761,761,2025-12-06,Net Banking,Failed,0.0
762,762,2025-01-06,Wallet,Paid,134400.0
763,763,2025-03-26,Credit Card,Paid,5130.0
764,764,2025-06-19,Cash,Paid,98600.0
765,765,2025-07-26,Debit Card,Paid,230400.0
766,766,2025-02-15,Wallet,Paid,2560.0
767,767,2025-12-01,Cash,Paid,260000.0
768,768,2025-10-13,UPI,Pending,292500.0
769,769,2025-09-18,Debit Card,Pending,99900.0
770,770,2025-01-28,Cash,Failed,0.0
771,771,2025-12-03,Credit Card,Failed,0.0
772,772,2025-12-04,Cash,Pending,175500.0
773,773,2025-10-08,Debit Card,Paid,7125.0
774,774,2025-09-10,Debit Card,Paid,2160.0
775,775,2025-11-09,Wallet,Pending,83600.0
776,776,2025-08-23,Net Banking,Pending,2040.0
777,777,2025-01-24,UPI,Failed,0.0
778,778,2025-08-23,Cash,Paid,30400.0
779,779,2025-01-03,Debit Card,Failed,0.0
780,780,2025-10-27,Wallet,Paid,8550.0
781,781,2025-03-07,UPI,Paid,9900.0
782,782,2025-09-16,UPI,Paid,27000.0
783,783,2025-07-23,Wallet,Pending,1710.0
784,784,2025-07-31,Cash,Paid,14040.0
785,785,2025-12-31,Credit Card,Paid,16150.0
786,786,2025-11-16,UPI,Failed,0.0
787,787,2025-09-15,Debit Card,Paid,4680.0
788,788,2025-10-15,Credit Card,Failed,0.0
789,789,2025-08-05,Credit Card,Paid,5525.0
790,790,2025-03-16,Credit Card,Paid,12240.0
791,791,2025-03-24,UPI,Paid,5600.0
792,792,2025-12-20,UPI,Paid,33300.0
793,793,2025-08-20,Credit Card,Pending,5440.0
794,794,2025-05-02,Debit Card,Paid,4420.0
795,795,2025-07-18,Credit Card,Pending,14000.0
796,796,2025-01-07,Credit Card,Failed,0.0
797,797,2025-04-26,Cash,Failed,0.0
798,798,2025-04-10,Cash,Failed,0.0
799,799,2025-03-30,Wallet,Pending,7200.0
800,800,2025-08-08,Credit Card,Pending,16150.0
801,801,2025-10-27,Cash,Paid,247000.0
802,802,2025-01-21,Cash,Paid,1620.0
803,803,2025-09-09,Wallet,Paid,7650.0
804,804,2025-09-27,Debit Card,Failed,0.0
805,805,2025-08-01,UPI,Failed,0.0
806,806,2025-04-24,Cash,Paid,18360.0
807,807,2025-05-31,Net Banking,Pending,7200.0
808,808,2025-10-15,Net Banking,Paid,4950.0
809,809,2025-08-17,Credit Card,Paid,26125.0
810,810,2025-01-21,Credit Card,Paid,1530.0
811,811,2025-05-12,UPI,Paid,4409.1
812,812,2025-09-21,Net Banking,Paid,2880.0
813,813,2025-11-30,UPI,Paid,1800.0
814,814,2025-03-27,Credit Card,Paid,2800.0
815,815,2025-04-18,Wallet,Paid,28800.0
816,816,2025-04-16,Debit Card,Paid,4940.0
817,817,2025-01-13,UPI,Paid,2400.0
818,818,2025-02-07,Net Banking,Paid,340000.0
819,819,2025-10-22,UPI,Paid,89600.0
820,820,2025-11-19,Wallet,Paid,1360.0
821,821,2025-12-11,Wallet,Failed,0.0
822,822,2025-10-27,UPI,Paid,15600.0
823,823,2025-05-29,Wallet,Failed,0.0
824,824,2025-08-13,Wallet,Pending,95000.0
825,825,2025-10-01,Cash,Pending,279000.0
826,826,2025-11-21,Debit Card,Paid,4275.0
827,827,2025-03-05,Cash,Paid,276250.0
828,828,2025-10-03,Credit Card,Pending,129600.0
829,829,2025-04-19,Cash,Pending,10450.0
830,830,2025-04-05,UPI,Paid,6400.0
831,831,2025-04-03,UPI,Paid,66000.0
832,832,2025-11-27,UPI,Paid,50400.0
833,833,2025-02-20,Cash,Paid,17636.4
834,834,2025-07-02,Net Banking,Paid,6120.0
835,835,2025-11-14,Net Banking,Failed,0.0
836,836,2025-06-18,Wallet,Failed,0.0
837,837,2025-10-17,Net Banking,Paid,28500.0
838,838,2025-01-03,Wallet,Failed,0.0
839,839,2025-07-04,Debit Card,Paid,8960.0
840,840,2025-08-17,Credit Card,Failed,0.0
841,841,2025-03-31,Wallet,Paid,2565.0
842,842,2025-10-03,Credit Card,Pending,28000.0
843,843,2025-09-17,Net Banking,Pending,263500.0
844,844,2025-10-30,Wallet,Failed,0.0
845,845,2025-12-01,Debit Card,Paid,159600.0
846,846,2025-10-29,Cash,Paid,3600.0
847,847,2025-07-23,UPI,Paid,3420.0
848,848,2025-09-21,Net Banking,Paid,6080.0
849,849,2025-09-05,Debit Card,Paid,205200.0
850,850,2025-02-02,Wallet,Paid,7125.0
851,851,2025-09-23,Wallet,Failed,0.0
852,852,2025-01-21,Debit Card,Paid,8100.0
853,853,2025-05-15,Credit Card,Paid,4760.0
854,854,2025-12-01,Wallet,Paid,6750.0
855,855,2025-07-12,Net Banking,Paid,17550.0
856,856,2025-09-07,Net Banking,Pending,4275.0
857,857,2025-08-14,Debit Card,Pending,65250.0
858,858,2025-04-19,Wallet,Pending,204000.0
859,859,2025-12-05,Debit Card,Pending,12000.0
860,860,2025-12-12,Wallet,Paid,3325.0
861,861,2025-11-28,Net Banking,Failed,0.0
862,862,2025-10-21,Credit Card,Paid,210000.0
863,863,2025-10-21,Credit Card,Paid,165300.0
864,864,2025-09-22,Cash,Failed,0.0
865,865,2025-02-13,UPI,Paid,10240.0
866,866,2025-03-29,Cash,Paid,28500.0
867,867,2025-11-16,Cash,Paid,3240.0
868,868,2025-08-21,Credit Card,Paid,32300.0
869,869,2025-07-17,Cash,Failed,0.0
870,870,2025-03-18,Debit Card,Paid,260000.0
871,871,2025-09-30,Net Banking,Pending,1440.0
872,872,2025-12-04,Debit Card,Failed,0.0
873,873,2025-09-25,Net Banking,Failed,0.0
874,874,2025-04-28,Net Banking,Pending,37500.0
875,875,2025-08-06,UPI,Failed,0.0
876,876,2025-05-26,Net Banking,Failed,0.0
877,877,2025-01-03,Cash,Paid,9995.0
878,878,2025-09-24,Credit Card,Failed,0.0
879,879,2025-07-05,Cash,Paid,189000.0
880,880,2025-05-14,Credit Card,Paid,4320.0
881,881,2025-12-15,Cash,Failed,0.0
882,882,2025-04-02,UPI,Failed,0.0
883,883,2025-06-07,Credit Card,Paid,60000.0
884,884,2025-04-28,UPI,Paid,4940.0
885,885,2025-09-18,Net Banking,Paid,5500.0
886,886,2025-03-24,Debit Card,Pending,6840.0
887,887,2025-08-30,Credit Card,Paid,1440.0
888,888,2025-04-24,Wallet,Paid,61200.0
889,889,2025-07-25,Debit Card,Paid,16500.0
890,890,2025-03-31,Credit Card,Paid,2375.0
891,891,2025-12-03,Wallet,Pending,855.0
892,892,2025-11-11,Net Banking,Paid,7980.0
893,893,2025-12-02,Debit Card,Paid,107100.0
894,894,2025-06-30,Wallet,Paid,118750.0
895,895,2025-09-23,Debit Card,Paid,1799.1
896,896,2025-10-14,Debit Card,Paid,85500.0
897,897,2025-11-07,Wallet,Paid,7000.0
898,898,2025-05-14,Credit Card,Pending,15000.0
899,899,2025-09-15,UPI,Paid,4950.0
900,900,2025-10-03,Credit Card,Paid,89600.0
901,901,2025-05-05,Credit Card,Failed,0.0
902,902,2025-09-04,Wallet,Pending,106400.0
903,903,2025-12-13,Credit Card,Paid,52200.0
904,904,2025-09-22,Credit Card,Paid,117000.0
905,905,2025-02-17,UPI,Paid,2660.0
906,906,2025-09-01,Debit Card,Paid,135000.0
907,907,2025-04-04,Cash,Paid,10640.0
908,908,2025-05-01,Cash,Failed,0.0
909,909,2025-04-14,UPI,Paid,6400.0
910,910,2025-03-03,Net Banking,Paid,14000.0
911,911,2025-10-05,UPI,Pending,3150.0
912,912,2025-09-10,Credit Card,Failed,0.0
913,913,2025-07-23,Cash,Paid,3600.0
914,914,2025-09-27,Debit Card,Paid,630.0
915,915,2025-07-21,Debit Card,Paid,50000.0
916,916,2025-12-24,Wallet,Paid,1400.0
917,917,2025-12-12,Cash,Paid,1980.0
918,918,2025-07-05,UPI,Paid,126000.0
919,919,2025-05-02,Debit Card,Paid,1890.0
920,920,2025-04-05,Credit Card,Paid,5760.0
921,921,2025-07-06,Wallet,Paid,2280.0
922,922,2025-10-22,Net Banking,Failed,0.0
923,923,2025-10-12,Credit Card,Paid,4180.0
924,924,2025-08-31,Credit Card,Paid,258400.0
925,925,2025-11-19,Net Banking,Paid,10080.0
926,926,2025-05-09,UPI,Paid,66000.0
927,927,2025-12-20,Credit Card,Paid,139200.0
928,928,2025-11-19,Net Banking,Pending,8640.0
929,929,2025-07-04,Net Banking,Pending,25500.0
930,930,2025-07-30,UPI,Paid,57000.0
931,931,2025-05-26,Credit Card,Paid,5760.0
932,932,2025-02-10,Cash,Paid,12160.0
933,933,2025-03-27,Net Banking,Failed,0.0
934,934,2025-02-06,Debit Card,Pending,75600.0
935,935,2025-06-12,Wallet,Paid,3825.0
936,936,2025-05-19,Cash,Paid,50000.0
937,937,2025-07-31,UPI,Paid,129200.0
938,938,2025-12-05,Net Banking,Failed,0.0
939,939,2025-07-23,Credit Card,Paid,260000.0
940,940,2025-01-14,Cash,Failed,0.0
941,941,2025-05-15,Wallet,Pending,151200.0
942,942,2025-04-28,Wallet,Paid,7596.2
943,943,2025-03-09,Net Banking,Pending,37800.0
944,944,2025-06-16,Net Banking,Paid,3360.0
945,945,2025-03-11,Credit Card,Paid,11200.0
946,946,2025-11-20,Debit Card,Paid,25920.0
947,947,2025-06-27,Cash,Paid,2240.0
948,948,2025-06-07,Cash,Paid,27000.0
949,949,2025-01-06,Debit Card,Paid,17550.0
950,950,2025-08-29,Cash,Pending,234000.0
951,951,2025-01-05,Cash,Pending,7600.0
952,952,2025-01-04,Debit Card,Failed,0.0
953,953,2025-07-22,UPI,Paid,159600.0
954,954,2025-05-15,Net Banking,Paid,7200.0
955,955,2025-05-26,Wallet,Paid,5097.45
956,956,2025-04-07,UPI,Paid,204000.0
957,957,2025-11-23,Debit Card,Paid,7680.0
958,958,2025-04-07,Wallet,Failed,0.0
959,959,2025-04-06,Credit Card,Paid,1440.0
960,960,2025-01-05,Cash,Paid,57600.0
961,961,2025-04-22,Cash,Failed,0.0
962,962,2025-08-26,Wallet,Paid,51300.0
963,963,2025-01-29,Cash,Pending,10000.0
964,964,2025-04-03,Credit Card,Paid,28000.0
965,965,2025-05-08,Cash,Paid,25000.0
966,966,2025-04-12,Net Banking,Paid,9495.25
967,967,2025-08-31,Net Banking,Pending,7980.0
968,968,2025-11-19,Debit Card,Paid,270000.0
969,969,2025-05-10,Wallet,Paid,12960.0
970,970,2025-01-27,Credit Card,Paid,62900.0
971,971,2025-06-16,Credit Card,Paid,210000.0
972,972,2025-07-22,Wallet,Pending,260000.0
973,973,2025-12-19,Wallet,Pending,39900.0
974,974,2025-03-22,Credit Card,Paid,216000.0
975,975,2025-01-31,Cash,Paid,27500.0
976,976,2025-03-06,Wallet,Paid,65250.0
977,977,2025-08-13,Wallet,Failed,0.0
978,978,2025-03-10,Net Banking,Paid,194400.0
979,979,2025-10-05,UPI,Paid,11875.0
980,980,2025-10-06,Net Banking,Paid,5130.0
981,981,2025-02-05,Cash,Paid,113400.0
982,982,2025-10-05,UPI,Failed,0.0
983,983,2025-04-05,Debit Card,Paid,15200.0
984,984,2025-06-14,Cash,Failed,0.0
985,985,2025-09-26,Wallet,Paid,4500.0
986,986,2025-06-15,Debit Card,Pending,5500.0
987,987,2025-09-25,Debit Card,Pending,106400.0
988,988,2025-01-17,Cash,Paid,130000.0
989,989,2025-01-17,Credit Card,Paid,19800.0
990,990,2025-01-26,Credit Card,Failed,0.0
991,991,2025-04-17,Cash,Paid,10000.0
992,992,2025-07-04,UPI,Failed,0.0
993,993,2025-11-12,Credit Card,Paid,5850.0
994,994,2025-02-09,UPI,Failed,0.0
995,995,2025-09-30,UPI,Failed,0.0
996,996,2025-10-19,Credit Card,Paid,289000.0
997,997,2025-02-24,Wallet,Pending,17280.0
998,998,2025-12-26,Credit Card,Paid,3040.0
999,999,2025-10-09,Wallet,Paid,2880.0
1000,1000,2025-06-30,Net Banking,Paid,21675.0
1001,1001,2025-11-21,Net Banking,Paid,23270.25
1002,1002,2025-10-16,Debit Card,Paid,166500.0
1003,1003,2025-07-04,Credit Card,Pending,3200.0
1004,1004,2025-05-26,Cash,Pending,111600.0
1005,1005,2025-01-04,UPI,Pending,43500.0
1006,1006,2025-12-20,Debit Card,Paid,40375.0
1007,1007,2025-02-18,Cash,Paid,2660.0
1008,1008,2025-05-16,Wallet,Paid,34200.0
1009,1009,2025-06-03,Net Banking,Paid,78375.0
1010,1010,2025-02-09,Debit Card,Paid,2880.0
1011,1011,2025-12-20,UPI,Failed,0.0
1012,1012,2025-01-20,UPI,Paid,16500.0
1013,1013,2025-06-21,Credit Card,Pending,1520.0
1014,1014,2025-12-01,Net Banking,Paid,58500.0
1015,1015,2025-09-26,Wallet,Pending,8550.0
1016,1016,2025-06-17,Cash,Pending,10400.0
1017,1017,2025-12-11,UPI,Pending,125000.0
1018,1018,2025-04-24,Debit Card,Paid,1710.0
1019,1019,2025-06-22,Debit Card,Paid,595.0
1020,1020,2025-05-15,Cash,Pending,95000.0
1021,1021,2025-03-11,Net Banking,Paid,28900.0
1022,1022,2025-11-30,Net Banking,Paid,104500.0
1023,1023,2025-05-05,Credit Card,Paid,3600.0
1024,1024,2025-02-27,Cash,Pending,40500.0
1025,1025,2025-04-08,Credit Card,Paid,27000.0
1026,1026,2025-03-28,Credit Card,Paid,15200.0
1027,1027,2025-08-14,Cash,Paid,41325.0
1028,1028,2025-02-13,Cash,Pending,3798.1
1029,1029,2025-05-28,Debit Card,Paid,2640.0
1030,1030,2025-08-30,Net Banking,Paid,5225.0
1031,1031,2025-04-15,UPI,Failed,0.0
1032,1032,2025-11-15,Cash,Paid,168000.0
1033,1033,2025-05-11,Wallet,Paid,104400.0
1034,1034,2025-01-28,Wallet,Paid,4675.0
1035,1035,2025-12-05,Debit Card,Paid,6800.0
1036,1036,2025-05-30,Net Banking,Paid,8800.0
1037,1037,2025-06-11,Net Banking,Paid,855.0
1038,1038,2025-04-12,UPI,Failed,0.0
1039,1039,2025-05-07,Wallet,Paid,15300.0
1040,1040,2025-03-22,Wallet,Failed,0.0
1041,1041,2025-05-01,Credit Card,Pending,3060.0
1042,1042,2025-01-16,Debit Card,Paid,2160.0
1043,1043,2025-07-21,Net Banking,Paid,235600.0
1044,1044,2025-08-02,Debit Card,Failed,0.0
1045,1045,2025-11-06,Wallet,Failed,0.0
1046,1046,2025-12-01,Credit Card,Failed,0.0
1047,1047,2025-06-08,Debit Card,Paid,4080.0
1048,1048,2025-03-16,Net Banking,Failed,0.0
1049,1049,2025-10-13,Net Banking,Pending,8818.2
1050,1050,2025-03-16,Debit Card,Paid,210800.0
1051,1051,2025-06-05,Cash,Failed,0.0
1052,1052,2025-02-24,Debit Card,Pending,306000.0
1053,1053,2025-11-07,Cash,Failed,0.0
1054,1054,2025-04-29,Debit Card,Failed,0.0
1055,1055,2025-03-10,Cash,Paid,2565.0
1056,1056,2025-07-18,Net Banking,Paid,1330.0
1057,1057,2025-04-26,Wallet,Pending,38250.0
1058,1058,2025-04-24,Cash,Paid,13600.0
1059,1059,2025-04-01,Credit Card,Pending,7680.0
1060,1060,2025-05-07,Debit Card,Pending,106250.0
1061,1061,2025-06-10,UPI,Paid,16000.0
1062,1062,2025-09-24,Debit Card,Paid,3040.0
1063,1063,2025-09-23,UPI,Paid,106250.0
1064,1064,2025-09-22,Cash,Paid,12960.0
1065,1065,2025-08-14,Credit Card,Paid,17100.0
1066,1066,2025-08-05,Wallet,Failed,0.0
1067,1067,2025-08-26,Wallet,Paid,16000.0
1068,1068,2025-04-03,Wallet,Paid,32300.0
1069,1069,2025-07-31,Credit Card,Failed,0.0
1070,1070,2025-10-30,UPI,Paid,19800.0
1071,1071,2025-06-15,UPI,Paid,5500.0
1072,1072,2025-02-28,Wallet,Failed,0.0
1073,1073,2025-09-19,UPI,Paid,178500.0
1074,1074,2025-01-23,Cash,Failed,0.0
1075,1075,2025-03-25,Credit Card,Failed,0.0
1076,1076,2025-06-08,Credit Card,Pending,35625.0
1077,1077,2025-03-02,Credit Card,Paid,99000.0
1078,1078,2025-01-07,Credit Card,Pending,12500.0
1079,1079,2025-11-08,UPI,Paid,88000.0
1080,1080,2025-08-21,Wallet,Failed,0.0
1081,1081,2025-05-06,Net Banking,Paid,5700.0
1082,1082,2025-01-26,UPI,Paid,126000.0
1083,1083,2025-03-16,Debit Card,Paid,30600.0
1084,1084,2025-06-19,Net Banking,Paid,220400.0
1085,1085,2025-03-24,Credit Card,Failed,0.0
1086,1086,2025-08-22,Cash,Paid,19000.0
1087,1087,2025-06-03,Credit Card,Paid,6375.0
1088,1088,2025-10-09,UPI,Paid,1800.0
1089,1089,2025-12-22,Cash,Paid,4180.0
1090,1090,2025-12-23,Net Banking,Paid,3200.0
1091,1091,2025-09-05,Debit Card,Paid,13260.0
1092,1092,2025-11-08,UPI,Pending,126000.0
1093,1093,2025-03-08,Net Banking,Failed,0.0
1094,1094,2025-09-10,UPI,Paid,9120.0
1095,1095,2025-01-01,Wallet,Pending,58900.0
1096,1096,2025-11-12,UPI,Pending,40500.0
1097,1097,2025-10-14,Credit Card,Paid,66600.0
1098,1098,2025-05-11,Wallet,Failed,0.0
1099,1099,2025-01-04,Net Banking,Paid,7140.0
1100,1100,2025-10-19,Cash,Paid,111600.0
1101,1101,2025-06-23,UPI,Paid,665.0
1102,1102,2025-09-04,UPI,Paid,32400.0
1103,1103,2025-08-25,Credit Card,Failed,0.0
1104,1104,2025-10-17,Cash,Paid,14000.0
1105,1105,2025-04-17,Credit Card,Paid,8400.0
1106,1106,2025-03-18,UPI,Pending,235600.0
1107,1107,2025-10-20,Net Banking,Paid,11000.0
1108,1108,2025-06-07,Cash,Paid,4590.0
1109,1109,2025-02-14,Net Banking,Paid,79200.0
