sale_id,sale_date,customer_id,product_id,employee_id,quantity,discount,gross_sales,net_sales
481,2025-04-29,10,22,10,5,15,5500.0,4675.0
482,2025-06-17,4,41,5,4,20,28800.0,23040.0
483,2025-04-27,46,36,7,4,5,34000.0,32300.0
484,2025-12-15,75,43,7,1,10,6800.0,6120.0
485,2025-05-07,92,5,2,3,5,168000.0,159600.0
486,2025-07-14,92,41,3,4,10,28800.0,25920.0
487,2025-07-04,14,6,1,3,20,216000.0,172800.0
488,2025-07-04,98,18,2,2,0,2400.0,2400.0
489,2025-04-06,56,29,9,5,15,16000.0,13600.0
490,2025-02-22,4,6,6,5,0,360000.0,360000.0
491,2025-11-02,77,21,7,1,10,1800.0,1620.0
492,2025-07-31,50,50,2,5,5,62500.0,59375.0
493,2025-10-20,67,11,7,2,5,84000.0,79800.0
494,2025-05-18,39,18,8,2,0,2400.0,2400.0
495,2025-03-27,56,18,7,3,20,3600.0,2880.0
496,2025-02-09,47,17,4,4,5,112000.0,106400.0
497,2025-08-23,14,9,5,1,15,62000.0,52700.0
498,2025-06-20,80,25,6,4,10,8800.0,7920.0
499,2025-08-09,84,39,3,3,10,2700.0,2430.0
500,2025-11-05,89,13,8,3,5,66000.0,62700.0
501,2025-07-23,41,19,8,5,5,4500.0,4275.0
502,2025-06-16,49,18,7,3,0,3600.0,3600.0
503,2025-10-16,26,38,9,2,0,38000.0,38000.0
504,2025-08-25,91,14,8,3,0,111000.0,111000.0
505,2025-07-29,87,32,3,3,5,7500.0,7125.0
506,2025-05-10,85,10,7,4,0,168000.0,168000.0
507,2025-08-18,77,31,10,4,15,2800.0,2380.0
508,2025-10-06,5,24,9,5,0,37500.0,37500.0
509,2025-02-25,99,16,6,2,0,44000.0,44000.0
510,2025-10-16,83,44,7,3,15,8400.0,7140.0
511,2025-02-24,2,7,5,2,5,130000.0,123500.0
512,2025-08-17,48,26,8,5,5,125000.0,118750.0
513,2025-06-26,4,31,2,3,15,2100.0,1785.0
514,2025-02-13,15,47,3,3,10,14697.0,13227.3
515,2025-06-25,59,14,9,4,10,148000.0,133200.0
516,2025-09-01,13,29,8,3,0,9600.0,9600.0
517,2025-06-03,6,46,2,1,10,2400.0,2160.0
518,2025-11-28,14,44,3,2,5,5600.0,5320.0
519,2025-10-10,21,22,9,4,20,4400.0,3520.0
520,2025-04-29,52,41,3,2,15,14400.0,12240.0
521,2025-07-22,4,48,10,2,20,3998.0,3198.4
522,2025-10-31,55,25,1,2,5,4400.0,4180.0
523,2025-05-23,97,46,2,5,0,12000.0,12000.0
524,2025-10-02,24,24,6,2,20,15000.0,12000.0
525,2025-02-28,34,43,8,5,10,34000.0,30600.0
526,2025-11-02,50,40,7,5,0,16000.0,16000.0
527,2025-06-28,46,30,10,2,10,2800.0,2520.0
528,2025-11-11,76,6,3,3,0,216000.0,216000.0
529,2025-05-03,40,8,3,3,5,210000.0,199500.0
530,2025-09-19,50,27,10,2,15,30000.0,25500.0
531,2025-08-05,24,32,9,2,5,5000.0,4750.0
532,2025-09-08,37,9,3,3,20,186000.0,148800.0
533,2025-11-14,7,23,1,4,5,120000.0,114000.0
534,2025-04-10,50,36,9,4,15,34000.0,28900.0
535,2025-12-17,63,27,8,4,5,60000.0,57000.0
536,2025-02-12,73,2,4,3,0,186000.0,186000.0
537,2025-05-21,29,35,5,2,20,5600.0,4480.0
538,2025-10-17,96,50,8,5,0,62500.0,62500.0
539,2025-10-21,15,18,9,3,0,3600.0,3600.0
540,2025-08-14,70,14,7,1,5,37000.0,35150.0
541,2025-06-02,5,29,5,3,0,9600.0,9600.0
542,2025-08-13,16,50,4,2,10,25000.0,22500.0
543,2025-12-30,79,41,7,2,5,14400.0,13680.0
544,2025-04-16,27,4,10,3,10,174000.0,156600.0
545,2025-11-02,69,11,6,3,10,126000.0,113400.0
546,2025-10-21,35,33,2,2,15,3600.0,3060.0
547,2025-01-31,36,42,3,2,5,11000.0,10450.0
548,2025-03-16,92,21,4,4,20,7200.0,5760.0
549,2025-03-14,74,41,5,4,15,28800.0,24480.0
550,2025-08-20,10,41,2,4,10,28800.0,25920.0
551,2025-12-22,48,30,8,3,0,4200.0,4200.0
552,2025-02-17,94,30,6,1,15,1400.0,1190.0
553,2025-04-22,55,14,8,3,10,111000.0,99900.0
554,2025-05-26,44,36,10,2,20,17000.0,13600.0
555,2025-06-25,88,49,1,1,0,1800.0,1800.0
556,2025-11-17,59,2,2,2,20,124000.0,99200.0
557,2025-08-22,1,28,4,2,10,3200.0,2880.0
558,2025-03-23,36,6,6,3,0,216000.0,216000.0
559,2025-07-10,86,42,3,1,15,5500.0,4675.0
560,2025-11-17,40,47,4,4,0,19596.0,19596.0
561,2025-12-27,13,1,4,4,0,260000.0,260000.0
562,2025-03-09,76,15,9,4,0,58000.0,58000.0
563,2025-01-05,90,22,2,4,5,4400.0,4180.0
564,2025-09-02,10,15,7,1,0,14500.0,14500.0
565,2025-02-22,41,24,5,2,15,15000.0,12750.0
566,2025-03-10,83,44,3,1,0,2800.0,2800.0
567,2025-11-09,84,11,8,3,5,126000.0,119700.0
568,2025-11-18,96,10,7,5,20,210000.0,168000.0
569,2025-04-22,12,7,3,1,15,65000.0,55250.0
570,2025-06-29,55,21,3,2,10,3600.0,3240.0
571,2025-11-27,11,16,9,5,10,110000.0,99000.0
572,2025-12-20,4,43,5,2,5,13600.0,12920.0
573,2025-07-20,38,42,1,2,20,11000.0,8800.0
574,2025-07-17,15,16,8,5,0,110000.0,110000.0
575,2025-09-28,2,24,6,2,15,15000.0,12750.0
576,2025-10-19,54,24,9,2,20,15000.0,12000.0
577,2025-02-07,3,38,2,1,10,19000.0,17100.0
578,2025-04-21,6,4,7,5,10,290000.0,261000.0
579,2025-11-18,92,33,7,4,15,7200.0,6120.0
580,2025-02-12,82,35,9,5,5,14000.0,13300.0
581,2025-05-23,11,20,2,5,5,22500.0,21375.0
582,2025-03-21,69,21,7,5,0,9000.0,9000.0
583,2025-06-08,90,28,4,1,5,1600.0,1520.0
584,2025-02-14,56,8,8,5,0,350000.0,350000.0
585,2025-06-08,86,48,3,1,0,1999.0,1999.0
586,2025-12-29,18,45,1,2,20,10400.0,8320.0
587,2025-06-27,67,34,5,2,10,13000.0,11700.0
588,2025-03-06,96,50,5,1,0,12500.0,12500.0
589,2025-06-21,55,18,9,1,10,1200.0,1080.0
590,2025-12-31,74,41,2,4,20,28800.0,23040.0
591,2025-09-19,47,4,8,5,5,290000.0,275500.0
592,2025-07-08,21,17,2,5,0,140000.0,140000.0
593,2025-04-27,95,33,1,1,0,1800.0,1800.0
594,2025-05-06,6,31,6,4,5,2800.0,2660.0
595,2025-04-02,5,36,7,2,10,17000.0,15300.0
596,2025-05-08,54,47,6,3,0,14697.0,14697.0
597,2025-10-20,48,8,9,1,5,70000.0,66500.0
598,2025-04-25,67,3,7,1,20,54000.0,43200.0
599,2025-05-25,100,20,6,1,20,4500.0,3600.0
600,2025-01-05,48,13,5,5,10,110000.0,99000.0
601,2025-11-15,32,30,6,5,20,7000.0,5600.0
602,2025-04-11,94,35,4,2,0,5600.0,5600.0
603,2025-07-29,4,15,9,3,0,43500.0,43500.0
604,2025-06-21,1,49,7,3,0,5400.0,5400.0
605,2025-04-16,68,16,7,4,0,88000.0,88000.0
606,2025-03-14,92,18,2,1,5,1200.0,1140.0
607,2025-09-24,53,45,6,4,0,20800.0,20800.0
608,2025-10-25,13,33,3,4,0,7200.0,7200.0
609,2025-10-31,73,4,7,2,5,116000.0,110200.0
610,2025-05-30,34,21,7,3,10,5400.0,4860.0
611,2025-08-20,35,15,2,2,5,29000.0,27550.0
612,2025-10-27,14,10,2,2,20,84000.0,67200.0
613,2025-08-27,41,27,2,5,10,75000.0,67500.0
614,2025-04-17,58,20,8,3,0,13500.0,13500.0
615,2025-02-16,21,44,5,5,0,14000.0,14000.0
616,2025-04-21,42,10,2,2,10,84000.0,75600.0
617,2025-07-22,66,4,5,3,5,174000.0,165300.0
618,2025-01-16,52,29,9,5,5,16000.0,15200.0
619,2025-02-18,60,7,3,1,0,65000.0,65000.0
620,2025-02-01,100,15,3,2,15,29000.0,24650.0
621,2025-07-10,88,41,2,5,10,36000.0,32400.0
622,2025-02-08,3,5,4,4,5,224000.0,212800.0
623,2025-02-17,43,8,1,4,0,280000.0,280000.0
624,2025-03-28,74,28,7,4,0,6400.0,6400.0
625,2025-07-15,88,28,3,3,5,4800.0,4560.0
626,2025-04-06,36,18,8,2,0,2400.0,2400.0
627,2025-11-11,80,40,4,3,20,9600.0,7680.0
628,2025-07-30,71,31,1,1,10,700.0,630.0
629,2025-07-16,18,27,4,5,5,75000.0,71250.0
630,2025-11-19,70,2,7,3,20,186000.0,148800.0
631,2025-10-06,63,23,10,5,10,150000.0,135000.0
632,2025-07-18,35,12,1,3,5,204000.0,193800.0
633,2025-01-16,100,18,1,4,10,4800.0,4320.0
634,2025-10-27,30,11,2,2,5,84000.0,79800.0
635,2025-05-17,69,48,1,2,15,3998.0,3398.3
636,2025-07-01,23,12,4,5,10,340000.0,306000.0
637,2025-12-24,46,38,1,3,5,57000.0,54150.0
638,2025-10-16,25,32,9,3,5,7500.0,7125.0
639,2025-09-09,5,6,1,2,5,144000.0,136800.0
640,2025-01-11,68,31,1,3,5,2100.0,1995.0
641,2025-03-08,44,46,3,3,0,7200.0,7200.0
642,2025-01-12,19,38,3,1,10,19000.0,17100.0
643,2025-02-07,48,46,7,5,0,12000.0,12000.0
644,2025-06-22,39,21,3,2,15,3600.0,3060.0
645,2025-11-24,63,42,6,2,10,11000.0,9900.0
646,2025-04-25,86,38,3,4,10,76000.0,68400.0
647,2025-12-19,38,9,3,1,15,62000.0,52700.0
648,2025-10-18,5,12,10,3,5,204000.0,193800.0
649,2025-11-24,73,7,8,2,10,130000.0,117000.0
650,2025-02-09,31,23,6,2,0,60000.0,60000.0
651,2025-12-29,86,41,6,4,0,28800.0,28800.0
652,2025-05-16,27,16,2,3,10,66000.0,59400.0
653,2025-02-25,93,1,1,4,20,260000.0,208000.0
654,2025-08-03,22,27,8,4,10,60000.0,54000.0
655,2025-10-07,49,7,8,5,5,325000.0,308750.0
656,2025-03-25,58,5,1,3,0,168000.0,168000.0
657,2025-06-13,34,7,2,3,5,195000.0,185250.0
658,2025-07-12,21,47,2,5,0,24495.0,24495.0
659,2025-06-23,77,40,8,1,15,3200.0,2720.0
660,2025-12-01,22,39,7,2,0,1800.0,1800.0
661,2025-02-21,43,14,4,4,10,148000.0,133200.0
662,2025-12-05,37,20,4,1,0,4500.0,4500.0
663,2025-07-21,74,36,8,2,0,17000.0,17000.0
664,2025-07-04,1,28,2,3,20,4800.0,3840.0
665,2025-04-13,13,2,4,2,10,124000.0,111600.0
666,2025-02-11,61,8,5,4,20,280000.0,224000.0
667,2025-09-08,85,17,2,5,15,140000.0,119000.0
668,2025-04-05,48,25,6,2,20,4400.0,3520.0
669,2025-01-23,34,29,8,3,5,9600.0,9120.0
670,2025-05-18,73,4,3,1,0,58000.0,58000.0
671,2025-12-09,45,35,7,5,5,14000.0,13300.0
672,2025-10-11,8,25,9,4,20,8800.0,7040.0
673,2025-10-21,31,31,5,1,15,700.0,595.0
674,2025-01-18,65,37,9,5,5,82500.0,78375.0
675,2025-03-03,97,29,3,2,5,6400.0,6080.0
676,2025-04-09,17,3,7,1,15,54000.0,45900.0
677,2025-04-14,81,10,10,3,10,126000.0,113400.0
678,2025-02-04,12,25,9,4,10,8800.0,7920.0
679,2025-05-22,67,30,1,5,15,7000.0,5950.0
680,2025-02-27,54,10,3,5,0,210000.0,210000.0
681,2025-02-24,73,50,2,3,10,37500.0,33750.0
682,2025-07-30,34,25,8,5,20,11000.0,8800.0
683,2025-01-20,23,18,7,2,15,2400.0,2040.0
684,2025-01-20,51,22,4,1,20,1100.0,880.0
685,2025-05-18,48,2,6,3,10,186000.0,167400.0
686,2025-05-24,63,45,2,2,5,10400.0,9880.0
687,2025-06-03,96,29,6,3,15,9600.0,8160.0
688,2025-11-06,83,6,4,4,5,288000.0,273600.0
689,2025-07-28,95,32,9,3,0,7500.0,7500.0
690,2025-09-21,21,5,5,5,15,280000.0,238000.0
691,2025-03-11,100,34,10,1,5,6500.0,6175.0
692,2025-04-09,26,4,4,1,20,58000.0,46400.0
693,2025-01-26,47,46,4,3,10,7200.0,6480.0
694,2025-08-26,65,26,2,1,5,25000.0,23750.0
695,2025-07-10,63,39,8,2,20,1800.0,1440.0
696,2025-10-28,71,23,6,2,10,60000.0,54000.0
697,2025-12-19,12,19,1,4,0,3600.0,3600.0
698,2025-03-25,74,50,4,2,5,25000.0,23750.0
699,2025-12-13,27,18,7,5,0,6000.0,6000.0
700,2025-12-16,2,31,3,2,0,1400.0,1400.0
701,2025-04-25,33,39,5,3,15,2700.0,2295.0
702,2025-07-12,45,30,5,2,20,2800.0,2240.0
703,2025-06-04,87,34,10,4,0,26000.0,26000.0
704,2025-01-04,66,43,6,5,10,34000.0,30600.0
705,2025-06-02,88,7,8,1,10,65000.0,58500.0
706,2025-05-22,82,21,5,3,10,5400.0,4860.0
707,2025-04-07,20,34,4,1,15,6500.0,5525.0
708,2025-12-05,41,44,3,1,20,2800.0,2240.0
709,2025-06-01,34,27,7,4,0,60000.0,60000.0
710,2025-10-26,91,37,4,3,5,49500.0,47025.0
711,2025-12-18,69,41,8,3,10,21600.0,19440.0
712,2025-03-29,85,36,3,3,0,25500.0,25500.0
713,2025-08-30,17,48,5,5,5,9995.0,9495.25
714,2025-12-15,43,42,2,2,10,11000.0,9900.0
715,2025-04-25,96,20,7,3,10,13500.0,12150.0
716,2025-05-14,75,19,8,1,20,900.0,720.0
717,2025-01-28,82,38,10,5,0,95000.0,95000.0
718,2025-08-30,25,33,2,4,10,7200.0,6480.0
719,2025-07-31,7,10,3,2,10,84000.0,75600.0
720,2025-07-29,73,30,3,3,5,4200.0,3990.0
721,2025-02-11,63,22,3,3,0,3300.0,3300.0
722,2025-01-03,58,18,4,2,5,2400.0,2280.0
723,2025-09-08,98,50,2,2,15,25000.0,21250.0
724,2025-11-21,55,26,7,4,15,100000.0,85000.0
725,2025-01-03,5,35,4,3,0,8400.0,8400.0
726,2025-06-14,97,34,4,1,0,6500.0,6500.0
727,2025-11-17,94,16,4,3,10,66000.0,59400.0
728,2025-03-08,14,25,9,5,10,11000.0,9900.0
729,2025-03-27,9,3,5,3,20,162000.0,129600.0
730,2025-09-24,77,34,6,4,5,26000.0,24700.0
731,2025-06-25,63,23,4,2,15,60000.0,51000.0
732,2025-01-10,30,15,3,2,0,29000.0,29000.0
733,2025-10-29,65,11,2,3,0,126000.0,126000.0
734,2025-07-12,82,17,9,5,0,140000.0,140000.0
735,2025-11-01,7,43,2,1,0,6800.0,6800.0
736,2025-12-20,15,27,8,4,0,60000.0,60000.0
737,2025-10-08,33,31,3,2,0,1400.0,1400.0
738,2025-06-04,54,43,2,5,10,34000.0,30600.0
739,2025-11-15,78,45,3,4,0,20800.0,20800.0
740,2025-09-19,93,40,2,3,0,9600.0,9600.0
741,2025-02-24,64,13,10,2,10,44000.0,39600.0
742,2025-09-25,26,23,7,3,5,90000.0,85500.0
743,2025-01-21,71,32,4,4,10,10000.0,9000.0
744,2025-05-01,1,1,2,1,20,65000.0,52000.0
745,2025-03-18,12,50,9,1,0,12500.0,12500.0
746,2025-05-12,83,15,8,3,10,43500.0,39150.0
747,2025-08-26,7,7,3,1,10,65000.0,58500.0
748,2025-07-04,87,21,7,1,0,1800.0,1800.0
749,2025-01-24,2,9,3,3,10,186000.0,167400.0
750,2025-08-13,80,18,2,3,10,3600.0,3240.0
751,2025-04-04,15,26,7,4,10,100000.0,90000.0
752,2025-07-17,89,31,7,2,0,1400.0,1400.0
753,2025-03-09,90,47,1,2,0,9798.0,9798.0
754,2025-08-02,76,31,10,4,5,2800.0,2660.0
755,2025-11-09,49,50,6,5,0,62500.0,62500.0
756,2025-12-17,94,9,8,4,0,248000.0,248000.0
757,2025-07-30,57,3,2,3,10,162000.0,145800.0
758,2025-01-07,91,44,9,5,5,14000.0,13300.0
759,2025-12-09,44,34,9,5,0,32500.0,32500.0
760,2025-08-10,85,47,4,4,10,19596.0,17636.4
761,2025-12-06,87,42,7,2,0,11000.0,11000.0
762,2025-01-06,83,11,9,4,20,168000.0,134400.0
763,2025-03-26,10,49,8,3,5,5400.0,5130.0
764,2025-06-19,36,4,9,2,15,116000.0,98600.0
765,2025-07-26,31,6,8,4,20,288000.0,230400.0
766,2025-02-15,64,29,6,1,20,3200.0,2560.0
767,2025-12-01,3,7,7,4,0,260000.0,260000.0
768,2025-10-13,71,1,2,5,10,325000.0,292500.0
769,2025-09-18,72,14,8,3,10,111000.0,99900.0
770,2025-01-28,29,30,6,5,20,7000.0,5600.0
771,2025-12-03,47,46,8,1,0,2400.0,2400.0
772,2025-12-04,29,1,6,3,10,195000.0,175500.0
773,2025-10-08,67,24,2,1,5,7500.0,7125.0
774,2025-09-10,18,46,7,1,10,2400.0,2160.0
775,2025-11-09,26,13,2,4,5,88000.0,83600.0
776,2025-08-23,25,46,6,1,15,2400.0,2040.0
777,2025-01-24,82,44,10,1,20,2800.0,2240.0
778,2025-08-23,85,38,9,2,20,38000.0,30400.0
779,2025-01-03,68,48,1,5,15,9995.0,8495.75
780,2025-10-27,62,33,3,5,5,9000.0,8550.0
781,2025-03-07,14,25,10,5,10,11000.0,9900.0
782,2025-09-16,50,27,10,2,10,30000.0,27000.0
783,2025-07-23,44,19,8,2,5,1800.0,1710.0
784,2025-07-31,78,45,9,3,10,15600.0,14040.0
785,2025-12-31,95,36,4,2,5,17000.0,16150.0
786,2025-11-16,92,19,6,2,5,1800.0,1710.0
787,2025-09-15,70,45,6,1,10,5200.0,4680.0
788,2025-10-15,62,38,10,4,10,76000.0,68400.0
789,2025-08-05,2,34,2,1,15,6500.0,5525.0
790,2025-03-16,7,43,1,2,10,13600.0,12240.0
791,2025-03-24,37,44,5,2,0,5600.0,5600.0
792,2025-12-20,38,14,9,1,10,37000.0,33300.0
793,2025-08-20,14,40,9,2,15,6400.0,5440.0
794,2025-05-02,66,45,5,1,15,5200.0,4420.0
795,2025-07-18,54,44,6,5,0,14000.0,14000.0
796,2025-01-07,96,17,4,5,20,140000.0,112000.0
797,2025-04-26,82,46,6,5,5,12000.0,11400.0
798,2025-04-10,38,29,3,1,5,3200.0,3040.0
799,2025-03-30,95,33,2,4,0,7200.0,7200.0
800,2025-08-08,36,36,5,2,5,17000.0,16150.0
801,2025-10-27,33,1,6,4,5,260000.0,247000.0
802,2025-01-21,20,21,10,1,10,1800.0,1620.0
803,2025-09-09,74,36,6,1,10,8500.0,7650.0
804,2025-09-27,29,12,9,1,5,68000.0,64600.0
805,2025-08-01,70,35,7,1,10,2800.0,2520.0
806,2025-04-24,28,43,6,3,10,20400.0,18360.0
807,2025-05-31,28,49,10,5,20,9000.0,7200.0
808,2025-10-15,97,42,1,1,10,5500.0,4950.0
809,2025-08-17,31,42,10,5,5,27500.0,26125.0
810,2025-01-21,88,21,7,1,15,1800.0,1530.0
811,2025-05-12,70,47,5,1,10,4899.0,4409.1
812,2025-09-21,66,29,8,1,10,3200.0,2880.0
813,2025-11-30,25,21,9,1,0,1800.0,1800.0
814,2025-03-27,99,35,9,1,0,2800.0,2800.0
815,2025-04-18,86,41,4,4,0,28800.0,28800.0
816,2025-04-16,69,45,7,1,5,5200.0,4940.0
817,2025-01-13,59,46,6,1,0,2400.0,2400.0
818,2025-02-07,7,12,5,5,0,340000.0,340000.0
819,2025-10-22,30,17,7,4,20,112000.0,89600.0
820,2025-11-19,52,28,6,1,15,1600.0,1360.0
821,2025-12-11,16,35,1,5,0,14000.0,14000.0
822,2025-10-27,6,45,2,3,0,15600.0,15600.0
823,2025-05-29,88,20,10,1,10,4500.0,4050.0
824,2025-08-13,49,26,1,4,5,100000.0,95000.0
825,2025-10-01,29,9,7,5,10,310000.0,279000.0
826,2025-11-21,19,20,6,1,5,4500.0,4275.0
827,2025-03-05,6,1,10,5,15,325000.0,276250.0
828,2025-10-03,71,6,5,2,10,144000.0,129600.0
829,2025-04-19,53,42,9,2,5,11000.0,10450.0
830,2025-04-05,29,40,5,2,0,6400.0,6400.0
831,2025-04-03,86,37,1,5,20,82500.0,66000.0
832,2025-11-27,71,5,5,1,10,56000.0,50400.0
833,2025-02-20,26,47,10,4,10,19596.0,17636.4
834,2025-07-02,17,43,4,1,10,6800.0,6120.0
835,2025-11-14,9,13,6,4,20,88000.0,70400.0
836,2025-06-18,79,43,5,5,5,34000.0,32300.0
837,2025-10-17,73,24,6,4,5,30000.0,28500.0
838,2025-01-03,41,16,4,4,10,88000.0,79200.0
839,2025-07-04,18,44,6,4,20,11200.0,8960.0
840,2025-08-17,46,50,5,4,0,50000.0,50000.0
841,2025-03-31,83,39,2,3,5,2700.0,2565.0
842,2025-10-03,26,17,2,1,0,28000.0,28000.0
843,2025-09-17,81,2,10,5,15,310000.0,263500.0
844,2025-10-30,28,3,9,3,20,162000.0,129600.0
845,2025-12-01,100,10,6,4,5,168000.0,159600.0
846,2025-10-29,94,19,3,4,0,3600.0,3600.0
847,2025-07-23,47,33,1,2,5,3600.0,3420.0
848,2025-09-21,18,29,3,2,5,6400.0,6080.0
849,2025-09-05,46,3,4,4,5,216000.0,205200.0
850,2025-02-02,34,24,4,1,5,7500.0,7125.0
851,2025-09-23,47,25,8,4,0,8800.0,8800.0
852,2025-01-21,84,21,2,5,10,9000.0,8100.0
853,2025-05-15,75,35,10,2,15,5600.0,4760.0
854,2025-12-01,49,24,10,1,10,7500.0,6750.0
855,2025-07-12,29,34,7,3,10,19500.0,17550.0
856,2025-09-07,62,39,1,5,5,4500.0,4275.0
857,2025-08-14,22,15,2,5,10,72500.0,65250.0
858,2025-04-19,20,12,3,3,0,204000.0,204000.0
859,2025-12-05,30,27,6,1,20,15000.0,12000.0
860,2025-12-12,62,31,4,5,5,3500.0,3325.0
861,2025-11-28,53,2,4,1,5,62000.0,58900.0
862,2025-10-21,76,11,3,5,0,210000.0,210000.0
863,2025-10-21,19,4,3,3,5,174000.0,165300.0
864,2025-09-22,52,39,10,1,10,900.0,810.0
865,2025-02-13,28,29,10,4,20,12800.0,10240.0
866,2025-03-29,29,27,10,2,5,30000.0,28500.0
867,2025-11-16,85,33,5,2,10,3600.0,3240.0
868,2025-08-21,77,38,2,2,15,38000.0,32300.0
869,2025-07-17,17,7,1,2,15,130000.0,110500.0
870,2025-03-18,78,7,3,4,0,260000.0,260000.0
871,2025-09-30,65,49,2,1,20,1800.0,1440.0
872,2025-12-04,17,39,9,1,15,900.0,765.0
873,2025-09-25,54,24,1,5,15,37500.0,31875.0
874,2025-04-28,62,50,7,3,0,37500.0,37500.0
875,2025-08-06,18,17,8,2,0,56000.0,56000.0
876,2025-05-26,77,35,7,3,5,8400.0,7980.0
877,2025-01-03,91,48,1,5,0,9995.0,9995.0
878,2025-09-24,1,25,4,3,15,6600.0,5610.0
879,2025-07-05,14,10,7,5,10,210000.0,189000.0
880,2025-05-14,69,28,10,3,10,4800.0,4320.0
881,2025-12-15,51,49,4,4,20,7200.0,5760.0
882,2025-04-02,48,36,9,4,10,34000.0,30600.0
883,2025-06-07,74,23,7,2,0,60000.0,60000.0
884,2025-04-28,58,45,3,1,5,5200.0,4940.0
885,2025-09-18,52,22,9,5,0,5500.0,5500.0
886,2025-03-24,50,41,1,1,5,7200.0,6840.0
887,2025-08-30,77,28,2,1,10,1600.0,1440.0
888,2025-04-24,48,6,10,1,15,72000.0,61200.0
889,2025-07-25,79,42,9,3,0,16500.0,16500.0
890,2025-03-31,82,32,8,1,5,2500.0,2375.0
891,2025-12-03,67,19,4,1,5,900.0,855.0
892,2025-11-11,22,44,1,3,5,8400.0,7980.0
893,2025-12-02,1,11,2,3,15,126000.0,107100.0
894,2025-06-30,86,26,7,5,5,125000.0,118750.0
895,2025-09-23,2,48,2,1,10,1999.0,1799.1
896,2025-10-14,75,23,6,3,5,90000.0,85500.0
897,2025-11-07,25,30,7,5,0,7000.0,7000.0
898,2025-05-14,23,27,9,1,0,15000.0,15000.0
899,2025-09-15,38,22,2,5,10,5500.0,4950.0
900,2025-10-03,74,17,8,4,20,112000.0,89600.0
901,2025-05-05,97,22,8,4,0,4400.0,4400.0
902,2025-09-04,15,17,2,4,5,112000.0,106400.0
903,2025-12-13,90,15,6,4,10,58000.0,52200.0
904,2025-09-22,69,1,5,2,10,130000.0,117000.0
905,2025-02-17,52,44,6,1,5,2800.0,2660.0
906,2025-09-01,41,23,4,5,10,150000.0,135000.0
907,2025-04-04,96,44,4,4,5,11200.0,10640.0
908,2025-05-01,95,16,5,2,5,44000.0,41800.0
909,2025-04-14,32,40,6,2,0,6400.0,6400.0
910,2025-03-03,11,44,8,5,0,14000.0,14000.0
911,2025-10-05,6,31,6,5,10,3500.0,3150.0
912,2025-09-10,74,18,8,2,10,2400.0,2160.0
913,2025-07-23,29,49,10,2,0,3600.0,3600.0
914,2025-09-27,55,31,9,1,10,700.0,630.0
915,2025-07-21,88,50,3,4,0,50000.0,50000.0
916,2025-12-24,67,30,6,1,0,1400.0,1400.0
917,2025-12-12,27,25,10,1,10,2200.0,1980.0
918,2025-07-05,79,17,3,5,10,140000.0,126000.0
919,2025-05-02,35,31,10,3,10,2100.0,1890.0
920,2025-04-05,64,28,4,4,10,6400.0,5760.0
921,2025-07-06,52,18,8,2,5,2400.0,2280.0
922,2025-10-22,88,15,2,3,5,43500.0,41325.0
923,2025-10-12,56,25,4,2,5,4400.0,4180.0
924,2025-08-31,2,12,7,4,5,272000.0,258400.0
925,2025-11-19,67,35,6,4,10,11200.0,10080.0
926,2025-05-09,72,37,1,4,0,66000.0,66000.0
927,2025-12-20,21,4,4,3,20,174000.0,139200.0
928,2025-11-19,13,29,6,3,10,9600.0,8640.0
929,2025-07-04,72,36,5,3,0,25500.0,25500.0
930,2025-07-30,16,23,10,2,5,60000.0,57000.0
931,2025-05-26,46,21,9,4,20,7200.0,5760.0
932,2025-02-10,49,40,5,4,5,12800.0,12160.0
933,2025-03-27,82,22,7,5,15,5500.0,4675.0
934,2025-02-06,11,11,6,2,10,84000.0,75600.0
935,2025-06-12,84,19,5,5,15,4500.0,3825.0
936,2025-05-19,57,50,6,5,20,62500.0,50000.0
937,2025-07-31,22,12,1,2,5,136000.0,129200.0
938,2025-12-05,33,48,2,2,5,3998.0,3798.1
939,2025-07-23,14,7,2,4,0,260000.0,260000.0
940,2025-01-14,99,26,9,1,0,25000.0,25000.0
941,2025-05-15,80,10,2,4,10,168000.0,151200.0
942,2025-04-28,32,48,5,4,5,7996.0,7596.2
943,2025-03-09,68,11,1,1,10,42000.0,37800.0
944,2025-06-16,61,30,9,3,20,4200.0,3360.0
945,2025-03-11,90,35,3,5,20,14000.0,11200.0
946,2025-11-20,96,41,10,4,10,28800.0,25920.0
947,2025-06-27,62,35,4,1,20,2800.0,2240.0
948,2025-06-07,47,27,5,2,10,30000.0,27000.0
949,2025-01-06,1,34,3,3,10,19500.0,17550.0
950,2025-08-29,69,1,8,4,10,260000.0,234000.0
951,2025-01-05,99,28,5,5,5,8000.0,7600.0
952,2025-01-04,71,24,4,4,15,30000.0,25500.0
953,2025-07-22,32,11,7,4,5,168000.0,159600.0
954,2025-05-15,11,28,4,5,10,8000.0,7200.0
955,2025-05-26,84,48,9,3,15,5997.0,5097.45
956,2025-04-07,9,12,3,3,0,204000.0,204000.0
957,2025-11-23,59,40,8,3,20,9600.0,7680.0
958,2025-04-07,42,2,3,1,0,62000.0,62000.0
959,2025-04-06,14,19,5,2,20,1800.0,1440.0
960,2025-01-05,30,6,3,1,20,72000.0,57600.0
961,2025-04-22,44,27,5,4,10,60000.0,54000.0
